[2026-01-26 14:35:33,630:INFO:Welcome to CNN Classifier]
[2026-01-30 23:11:49,228:INFO:127.0.0.1 - - [30/Jan/2026 23:11:49] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:12:15,368:INFO:127.0.0.1 - - [30/Jan/2026 23:12:15] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:12:22,341:INFO:127.0.0.1 - - [30/Jan/2026 23:12:22] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:12:33,875:INFO:127.0.0.1 - - [30/Jan/2026 23:12:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:12:40,866:INFO:127.0.0.1 - - [30/Jan/2026 23:12:40] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:12:51,994:INFO:127.0.0.1 - - [30/Jan/2026 23:12:51] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:06,317:INFO:127.0.0.1 - - [30/Jan/2026 23:13:06] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:07,601:INFO:127.0.0.1 - - [30/Jan/2026 23:13:07] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:12,724:INFO:127.0.0.1 - - [30/Jan/2026 23:13:12] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:18,526:INFO:127.0.0.1 - - [30/Jan/2026 23:13:18] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:24,517:INFO:127.0.0.1 - - [30/Jan/2026 23:13:24] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:31,242:INFO:127.0.0.1 - - [30/Jan/2026 23:13:31] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:37,935:INFO:127.0.0.1 - - [30/Jan/2026 23:13:37] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:13:45,153:INFO:127.0.0.1 - - [30/Jan/2026 23:13:45] "GET / HTTP/1.1" 200 -]
[2026-01-30 23:13:53,843:INFO:127.0.0.1 - - [30/Jan/2026 23:13:53] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:04,277:INFO:127.0.0.1 - - [30/Jan/2026 23:14:04] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:05,545:INFO:127.0.0.1 - - [30/Jan/2026 23:14:05] "GET / HTTP/1.1" 200 -]
[2026-01-30 23:14:10,743:INFO:127.0.0.1 - - [30/Jan/2026 23:14:10] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:19,017:INFO:127.0.0.1 - - [30/Jan/2026 23:14:19] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:28,228:INFO:127.0.0.1 - - [30/Jan/2026 23:14:28] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:35,123:INFO:127.0.0.1 - - [30/Jan/2026 23:14:35] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:41,807:INFO:127.0.0.1 - - [30/Jan/2026 23:14:41] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:14:50,743:INFO:127.0.0.1 - - [30/Jan/2026 23:14:50] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:15:09,586:INFO:127.0.0.1 - - [30/Jan/2026 23:15:09] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:15:24,723:INFO:127.0.0.1 - - [30/Jan/2026 23:15:24] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:15:34,511:INFO:127.0.0.1 - - [30/Jan/2026 23:15:34] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:15:34,916:INFO:127.0.0.1 - - [30/Jan/2026 23:15:34] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:18:40,935:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 23:18:41,634:INFO: * Restarting with stat]
[2026-01-30 23:18:49,405:WARNING: * Debugger is active!]
[2026-01-30 23:18:49,410:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:24:39,346:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 23:24:40,090:INFO: * Restarting with stat]
[2026-01-30 23:24:47,928:WARNING: * Debugger is active!]
[2026-01-30 23:24:47,933:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:25:18,654:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 23:25:19,451:INFO: * Restarting with stat]
[2026-01-30 23:25:25,515:WARNING: * Debugger is active!]
[2026-01-30 23:25:25,520:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:25:25,816:INFO:127.0.0.1 - - [30/Jan/2026 23:25:25] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -]
[2026-01-30 23:25:47,908:INFO:127.0.0.1 - - [30/Jan/2026 23:25:47] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -]
[2026-01-30 23:26:03,708:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 23:26:04,254:INFO: * Restarting with stat]
[2026-01-30 23:26:09,718:WARNING: * Debugger is active!]
[2026-01-30 23:26:09,726:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:26:12,898:INFO:127.0.0.1 - - [30/Jan/2026 23:26:12] "[35m[1mPOST /predict HTTP/1.1[0m" 500 -]
[2026-01-30 23:27:29,817:INFO: * Detected change in 'C:\\Users\\Administrator\\Desktop\\Kidney-Disease-Classification\\app.py', reloading]
[2026-01-30 23:27:30,432:INFO: * Restarting with stat]
[2026-01-30 23:29:42,708:INFO:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.1.65:8080]
[2026-01-30 23:29:42,708:INFO:[33mPress CTRL+C to quit[0m]
[2026-01-30 23:29:42,710:INFO: * Restarting with stat]
[2026-01-30 23:29:51,347:WARNING: * Debugger is active!]
[2026-01-30 23:29:51,351:INFO: * Debugger PIN: 134-861-042]
[2026-01-30 23:29:52,758:INFO:127.0.0.1 - - [30/Jan/2026 23:29:52] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:30:03,722:INFO:127.0.0.1 - - [30/Jan/2026 23:30:03] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:30:16,136:INFO:127.0.0.1 - - [30/Jan/2026 23:30:16] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:30:27,120:INFO:127.0.0.1 - - [30/Jan/2026 23:30:27] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:30:38,821:INFO:127.0.0.1 - - [30/Jan/2026 23:30:38] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:30:47,545:INFO:127.0.0.1 - - [30/Jan/2026 23:30:47] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:30:59,334:INFO:127.0.0.1 - - [30/Jan/2026 23:30:59] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:32:16,172:INFO:127.0.0.1 - - [30/Jan/2026 23:32:16] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:34:11,067:INFO:127.0.0.1 - - [30/Jan/2026 23:34:11] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:34:12,342:INFO:127.0.0.1 - - [30/Jan/2026 23:34:12] "GET / HTTP/1.1" 200 -]
[2026-01-30 23:34:23,205:INFO:127.0.0.1 - - [30/Jan/2026 23:34:23] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:34:45,123:INFO:127.0.0.1 - - [30/Jan/2026 23:34:45] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:34:52,189:INFO:127.0.0.1 - - [30/Jan/2026 23:34:52] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:37:45,395:INFO:127.0.0.1 - - [30/Jan/2026 23:37:45] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:37:53,944:INFO:127.0.0.1 - - [30/Jan/2026 23:37:53] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:38:00,972:INFO:127.0.0.1 - - [30/Jan/2026 23:38:00] "POST /predict HTTP/1.1" 200 -]
[2026-01-30 23:38:08,210:INFO:127.0.0.1 - - [30/Jan/2026 23:38:08] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:03:37,670:INFO:[31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:8080
 * Running on http://192.168.1.65:8080]
[2026-01-31 11:03:37,671:INFO:[33mPress CTRL+C to quit[0m]
[2026-01-31 11:03:37,674:INFO: * Restarting with stat]
[2026-01-31 11:03:46,314:WARNING: * Debugger is active!]
[2026-01-31 11:03:46,319:INFO: * Debugger PIN: 134-861-042]
[2026-01-31 11:03:46,718:INFO:127.0.0.1 - - [31/Jan/2026 11:03:46] "GET / HTTP/1.1" 200 -]
[2026-01-31 11:03:46,962:INFO:127.0.0.1 - - [31/Jan/2026 11:03:46] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -]
[2026-01-31 11:03:55,044:INFO:127.0.0.1 - - [31/Jan/2026 11:03:55] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:04:04,482:ERROR:192.168.1.65 - - [31/Jan/2026 11:04:04] code 400, message Bad request version ('®ü¿\x08s\x9b')]
[2026-01-31 11:04:04,483:INFO:192.168.1.65 - - [31/Jan/2026 11:04:04] "[35m[1m\x16\x03\x01\x06 \x01\x00\x06\x9c\x03\x03whsO\x0cä¼\x93\x15\x91TçæSØõN\x81\x83$Ýí\x89¨»;¯\x05¡\x93$\x84 ð\x10»J\x1aPëH\x15»&²o8B\x12Í#\x86ùÓ\x9a\x8f\x93«&kª{\x93d\x9c\x00 ::\x13\x01\x13\x02\x13\x03À+À/À,À0Ì©Ì¨À\x13À\x14\x00\x9c\x00\x9d\x00/\x005\x01\x00\x063ZZ\x00\x00þ\x0d\x00º\x00\x00\x01\x00\x01D\x00 Ï\x13qhZ\x8f¡i\x98à\x80\x17Í\x8c²nÑÄ\x10\x1d=%µËù}k\x89\x0cw\x8e'\x00\x90¨À\x8c\x10òâÛJß|ê}\x8cM\x87\x07¢\x93\x0cÿD9X\x192Ó\x8b\x8e³.r0v¢\x8e:9\x02°/\x1b\x06BU rô8tK\x8d6¬\x1f½`üâ\x0b\x09äz\x8aEª{Çm6e§súäÝa!ê¡\x9ec@i\x065\x07ö§\x1dÈ\x95 ®ü¿\x08s\x9b[0m" HTTPStatus.BAD_REQUEST -]
[2026-01-31 11:04:04,487:ERROR:192.168.1.65 - - [31/Jan/2026 11:04:04] code 400, message Bad request version ('jj\x13\x01\x13\x02\x13\x03À+À/À,À0Ì©Ì¨À\x13À\x14\x00\x9c\x00\x9d\x00/\x005\x01\x00\x06sjj\x00\x00\x00#\x00\x00\x00')]
[2026-01-31 11:04:04,487:INFO:192.168.1.65 - - [31/Jan/2026 11:04:04] "[35m[1m\x16\x03\x01\x06à\x01\x00\x06Ü\x03\x03_m;þ\x92®'(0Ó!ÿ«¸f¹;\x85Ó|3cA¾fð(~G\x8a\x9dQ Ö­-¼<6\x89õ'\x8fQ\x15\x167\x04å¹ØÄ¥ÍL\x99÷ï/%Xó»ì/\x00 jj\x13\x01\x13\x02\x13\x03À+À/À,À0Ì©Ì¨À\x13À\x14\x00\x9c\x00\x9d\x00/\x005\x01\x00\x06sjj\x00\x00\x00#\x00\x00\x00[0m" HTTPStatus.BAD_REQUEST -]
[2026-01-31 11:04:06,175:INFO:192.168.1.65 - - [31/Jan/2026 11:04:06] "GET / HTTP/1.1" 200 -]
[2026-01-31 11:04:08,832:INFO:192.168.1.65 - - [31/Jan/2026 11:04:08] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -]
[2026-01-31 11:04:13,876:INFO:192.168.1.65 - - [31/Jan/2026 11:04:13] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:07:02,241:INFO:192.168.1.65 - - [31/Jan/2026 11:07:02] "GET / HTTP/1.1" 200 -]
[2026-01-31 11:07:07,675:INFO:192.168.1.65 - - [31/Jan/2026 11:07:07] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:07:13,821:INFO:192.168.1.65 - - [31/Jan/2026 11:07:13] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:07:15,483:INFO:192.168.1.65 - - [31/Jan/2026 11:07:15] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:07:28,959:INFO:192.168.1.65 - - [31/Jan/2026 11:07:28] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:07:56,937:INFO:192.168.1.65 - - [31/Jan/2026 11:07:56] "GET / HTTP/1.1" 200 -]
[2026-01-31 11:08:04,272:INFO:192.168.1.65 - - [31/Jan/2026 11:08:04] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:08:11,871:INFO:192.168.1.65 - - [31/Jan/2026 11:08:11] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:08:22,111:INFO:192.168.1.65 - - [31/Jan/2026 11:08:22] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:08:33,892:INFO:192.168.1.65 - - [31/Jan/2026 11:08:33] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:09:36,424:INFO:192.168.1.65 - - [31/Jan/2026 11:09:36] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:09:46,547:INFO:192.168.1.65 - - [31/Jan/2026 11:09:46] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:09:52,293:INFO:192.168.1.65 - - [31/Jan/2026 11:09:52] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:10:00,671:INFO:192.168.1.65 - - [31/Jan/2026 11:10:00] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:10:08,723:INFO:192.168.1.65 - - [31/Jan/2026 11:10:08] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:10:19,733:INFO:192.168.1.65 - - [31/Jan/2026 11:10:19] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:11:17,637:INFO:192.168.1.65 - - [31/Jan/2026 11:11:17] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:11:31,309:INFO:192.168.1.65 - - [31/Jan/2026 11:11:31] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:11:56,198:INFO:192.168.1.65 - - [31/Jan/2026 11:11:56] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:12:13,557:INFO:192.168.1.65 - - [31/Jan/2026 11:12:13] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:12:20,045:INFO:192.168.1.65 - - [31/Jan/2026 11:12:20] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:12:32,072:INFO:192.168.1.65 - - [31/Jan/2026 11:12:32] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:12:45,926:INFO:192.168.1.65 - - [31/Jan/2026 11:12:45] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:12:55,721:INFO:192.168.1.65 - - [31/Jan/2026 11:12:55] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:13:09,241:INFO:192.168.1.65 - - [31/Jan/2026 11:13:09] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:13:22,464:INFO:192.168.1.65 - - [31/Jan/2026 11:13:22] "POST /predict HTTP/1.1" 200 -]
[2026-01-31 11:13:37,891:INFO:192.168.1.65 - - [31/Jan/2026 11:13:37] "POST /predict HTTP/1.1" 200 -]
